,Unnamed: 0,alice_x,alice_y,bob_x,bob_y,eve_x,eve_y,alice_start_delay,bob_resp_delay,rotating_member,wifi_ch,wifi_bw,bob_eve_rx_timeout,failed_attempts_limit,req_num_packets,alice_hostname,alice_ip,alice_filename,alice_chan_spec,bob_hostname,bob_ip,bob_filename,bob_chan_spec,num_packets,failed_attempts_total,collect_duration,start_time,start_collect_time,end_time,total_duration,eve_hostname,eve_ip,eve_filename,eve_chan_spec,alice_z,bob_z,eve_z
0,0,0,0,0,0,0,0,0.08,0.06,bob,6,20,1,10,10,pi41NexmonCsi,192.168.1.96,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T1943_alice.pcap,"chanspec: 0x1006, 6
",pi40NexmonCsi,192.168.1.78,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T1943_bob.pcap,"chanspec: 0x1006, 6
",10,3,3.325597525,D20221017_T1943,D20221017_T1943,D20221017_T1943,,,,,,,,
0,0,0,0,0,0,0,0,0.08,0.06,bob,64,40,1,10,10,pi41NexmonCsi,192.168.1.96,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T1953_alice.pcap,"chanspec: 0x1006, 6
",pi40NexmonCsi,192.168.1.78,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T1953_bob.pcap,"chanspec: 0x1006, 6
",10,2,3.045197964,D20221017_T1953,D20221017_T1954,D20221017_T1954,,,,,,,,
0,0,0,0,0,0,0,0,0.08,0.06,bob,64,40,1,10,10,pi41NexmonCsi,192.168.1.96,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T1954_alice.pcap,"chanspec: 0x1006, 6
",pi40NexmonCsi,192.168.1.78,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T1954_bob.pcap,"chanspec: 0x1006, 6
",10,1,2.813256741,D20221017_T1954,D20221017_T1955,D20221017_T1955,,,,,,,,
0,0,0,0,0,0,0,0,0.08,0.06,bob,64,40,1,10,10,pi41NexmonCsi,192.168.1.96,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T1957_alice.pcap,"chanspec: 0xd93e, 64u
",pi40NexmonCsi,192.168.1.78,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T1957_bob.pcap,"chanspec: 0xd93e, 64u
",10,0,2.523892164,D20221017_T1957,D20221017_T1957,D20221017_T1957,,,,,,,,
0,0,0,0,0,0,0,0,0.08,0.01,bob,64,40,1,10,10,pi41NexmonCsi,192.168.1.96,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T1959_alice.pcap,"chanspec: 0xd93e, 64u
",pi40NexmonCsi,192.168.1.78,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T1959_bob.pcap,"chanspec: 0xd93e, 64u
",10,0,2.016349792,D20221017_T1959,D20221017_T2000,D20221017_T2000,,,,,,,,
0,0,0,0,0,0,0,0,0.008,0.005,bob,64,40,1,10,10,pi41NexmonCsi,192.168.1.96,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2002_alice.pcap,"chanspec: 0xd93e, 64u
",pi40NexmonCsi,192.168.1.78,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2002_bob.pcap,"chanspec: 0xd93e, 64u
",0,0,20.04835033,D20221017_T2002,D20221017_T2002,D20221017_T2002,,,,,,,,
0,0,0,0,0,0,0,0,0.05,0.005,bob,64,40,1,10,10,pi41NexmonCsi,192.168.1.96,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2003_alice.pcap,"chanspec: 0xd93e, 64u
",pi40NexmonCsi,192.168.1.78,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2003_bob.pcap,"chanspec: 0xd93e, 64u
",10,0,1.943664312,D20221017_T2003,D20221017_T2003,D20221017_T2004,,,,,,,,
0,0,0,0,0,0,0,0,0.05,0.005,bob,64,40,0.2,10,10,pi41NexmonCsi,192.168.1.96,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2005_alice.pcap,"chanspec: 0xd93e, 64u
",pi40NexmonCsi,192.168.1.78,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2005_bob.pcap,"chanspec: 0xd93e, 64u
",9,6,17.57392216,D20221017_T2005,D20221017_T2006,D20221017_T2006,,,,,,,,
0,0,0,0,0,0,0,0,0.05,0.005,bob,64,40,0.2,10,10,pi41NexmonCsi,192.168.1.96,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2010_alice.pcap,"chanspec: 0xd93e, 64u
",pi40NexmonCsi,192.168.1.78,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2010_bob.pcap,"chanspec: 0xd93e, 64u
",0,0,1.749731302,D20221017_T2010,D20221017_T2010,D20221017_T2011,15.39778805,,,,,,,
0,0,0,0,0,0,0,0,0.08,0.01,bob,36,40,0.2,10,10,pi41NexmonCsi,192.168.1.96,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2012_alice.pcap,"chanspec: 0xd826, 36l
",pi40NexmonCsi,192.168.1.78,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2012_bob.pcap,"chanspec: 0xd826, 36l
",10,0,2.358675241,D20221017_T2012,D20221017_T2013,D20221017_T2013,15.91355205,,,,,,,
0,0,0,0,0,0,0,0,0.08,0.06,bob,36,40,0.2,10,10,pi41NexmonCsi,192.168.1.96,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2031_alice.pcap,"chanspec: 0xd826, 36l
",pi40NexmonCsi,192.168.1.78,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2031_bob.pcap,"chanspec: 0xd826, 36l
",10,0,2.621880293,D20221017_T2031,D20221017_T2031,D20221017_T2031,16.10163903,,,,,,,
0,0,0,0,0,0,0,0,0.08,0.06,bob,36,40,0.2,10,10,pi41NexmonCsi,192.168.1.96,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2033_alice.pcap,"chanspec: 0xd826, 36l
",pi40NexmonCsi,192.168.1.78,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2033_bob.pcap,"chanspec: 0xd826, 36l
",10,1,2.839308262,D20221017_T2033,D20221017_T2033,D20221017_T2033,16.37183547,,,,,,,
0,0,0,0,0,0,0,0,0.08,0.06,bob,36,40,0.2,10,10,pi41NexmonCsi,192.168.1.96,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2035_alice.pcap,"chanspec: 0xd826, 36l
",pi40NexmonCsi,192.168.1.78,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2035_bob.pcap,"chanspec: 0xd826, 36l
",10,12,5.573574543,D20221017_T2035,D20221017_T2035,D20221017_T2035,19.06965446,,,,,,,
0,0,0,0,0,0,0,0,0.08,0.06,bob,6,20,0.2,10,10,pi41NexmonCsi,192.168.1.96,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2042_alice.pcap,"chanspec: 0x1006, 6
",pi40NexmonCsi,192.168.1.78,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2042_bob.pcap,"chanspec: 0x1006, 6
",10,13,5.940032482,D20221017_T2042,D20221017_T2042,D20221017_T2042,19.42609143,,,,,,,
0,0,0,0,0,0,0,0,0.08,0.06,bob,6,20,0.2,10,10,pi41NexmonCsi,192.168.1.96,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2043_alice.pcap,"chanspec: 0x1006, 6
",pi40NexmonCsi,192.168.1.78,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2043_bob.pcap,"chanspec: 0x1006, 6
",10,0,2.722143173,D20221017_T2043,D20221017_T2044,D20221017_T2044,16.25628519,,,,,,,
0,0,0,0,0,0,0,0,0.08,0.06,bob,36,40,0.4,10,10,pi41NexmonCsi,192.168.1.96,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2044_alice.pcap,"chanspec: 0xd826, 36l
",pi40NexmonCsi,192.168.1.78,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2044_bob.pcap,"chanspec: 0xd826, 36l
",10,5,3.808244705,D20221017_T2044,D20221017_T2045,D20221017_T2045,17.34852052,,,,,,,
0,0,0,0,0,0,0,0,0.08,0.06,bob,157,80,0.4,10,10,pi41NexmonCsi,192.168.1.96,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2045_alice.pcap,"chanspec: 0xe29b, 157/80
",pi40NexmonCsi,192.168.1.78,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2045_bob.pcap,"chanspec: 0xe29b, 157/80
",0,0,2.714720964,D20221017_T2045,D20221017_T2045,D20221017_T2045,16.17423463,,,,,,,
0,0,0,0,0,0,0,0,0.08,0.06,bob,36,80,0.4,10,10,pi41NexmonCsi,192.168.1.96,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2048_alice.pcap,"chanspec: 0xe02a, 36/80
",pi40NexmonCsi,192.168.1.78,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2048_bob.pcap,"chanspec: 0xe02a, 36/80
",0,0,2.761381388,D20221017_T2048,D20221017_T2048,D20221017_T2048,23.07283139,pi43NexmonCsi,192.168.1.69,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2048_eve.pcap,"chanspec: 0xe02a, 36/80
",,,
0,0,0,0,0,0,0,0,0.08,0.06,bob,6,20,0.4,10,10,pi41NexmonCsi,192.168.1.96,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2049_alice.pcap,"chanspec: 0x1006, 6
",pi40NexmonCsi,192.168.1.78,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2049_bob.pcap,"chanspec: 0x1006, 6
",10,3,3.664044857,D20221017_T2049,D20221017_T2049,D20221017_T2049,23.93668771,pi43NexmonCsi,192.168.1.69,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2049_eve.pcap,"chanspec: 0x1006, 6
",,,
0,0,0,0,0,380,5,0,0.08,0.06,bob,6,20,0.4,10,10,pi41NexmonCsi,192.168.1.96,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2145_alice.pcap,"chanspec: 0x1006, 6
",pi40NexmonCsi,192.168.1.78,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2145_bob.pcap,"chanspec: 0x1006, 6
",10,2,3.364781141,D20221017_T2145,D20221017_T2146,D20221017_T2146,23.65912533,pi43NexmonCsi,192.168.1.69,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2145_eve.pcap,"chanspec: 0x1006, 6
",0,150,0
0,0,0,0,0,380,5,0,0.08,0.06,bob,6,20,0.4,10,10,pi41NexmonCsi,192.168.1.96,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2150_alice.pcap,"chanspec: 0x1006, 6
",pi40NexmonCsi,192.168.1.78,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2150_bob.pcap,"chanspec: 0x1006, 6
",10,1,3.011704922,D20221017_T2150,D20221017_T2150,D20221017_T2150,23.27580261,pi43NexmonCsi,192.168.1.69,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2150_eve.pcap,"chanspec: 0x1006, 6
",0,150,0
0,0,0,0,0,380,5,0,0.08,0.06,bob,6,20,0.4,10,10,pi41NexmonCsi,192.168.1.96,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2151_alice.pcap,"chanspec: 0x1006, 6
",pi40NexmonCsi,192.168.1.78,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2151_bob.pcap,"chanspec: 0x1006, 6
",10,1,3.058047533,D20221017_T2151,D20221017_T2152,D20221017_T2152,23.33844805,pi43NexmonCsi,192.168.1.69,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2151_eve.pcap,"chanspec: 0x1006, 6
",0,150,0
0,0,0,0,0,380,5,0,0.08,0.06,bob,6,20,0.4,10,10,pi41NexmonCsi,192.168.1.96,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2154_alice.pcap,"chanspec: 0x1006, 6
",pi40NexmonCsi,192.168.1.78,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2154_bob.pcap,"chanspec: 0x1006, 6
",10,1,3.118327618,D20221017_T2154,D20221017_T2154,D20221017_T2154,23.40553498,pi43NexmonCsi,192.168.1.69,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2154_eve.pcap,"chanspec: 0x1006, 6
",0,150,0
0,0,0,0,0,380,5,0,0.08,0.06,bob,6,20,0.4,10,10,pi41NexmonCsi,192.168.1.96,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2155_alice.pcap,"chanspec: 0x1006, 6
",pi40NexmonCsi,192.168.1.78,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2155_bob.pcap,"chanspec: 0x1006, 6
",10,2,3.324206114,D20221017_T2155,D20221017_T2155,D20221017_T2155,23.78927946,pi43NexmonCsi,192.168.1.69,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2155_eve.pcap,"chanspec: 0x1006, 6
",0,150,0
0,0,0,0,0,380,5,0,0.08,0.06,bob,6,20,0.4,10,10,pi41NexmonCsi,192.168.1.96,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2156_alice.pcap,"chanspec: 0x1006, 6
",pi40NexmonCsi,192.168.1.78,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2156_bob.pcap,"chanspec: 0x1006, 6
",10,3,3.700636625,D20221017_T2156,D20221017_T2156,D20221017_T2157,23.99644995,pi43NexmonCsi,192.168.1.69,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2156_eve.pcap,"chanspec: 0x1006, 6
",0,150,0
0,0,0,0,0,380,5,0,0.04,0.01,bob,6,20,0.4,10,10,pi41NexmonCsi,192.168.1.96,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2200_alice.pcap,"chanspec: 0x1006, 6
",pi40NexmonCsi,192.168.1.78,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2200_bob.pcap,"chanspec: 0x1006, 6
",10,0,1.981246233,D20221017_T2200,D20221017_T2200,D20221017_T2200,22.2632637,pi43NexmonCsi,192.168.1.69,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2200_eve.pcap,"chanspec: 0x1006, 6
",0,150,0
0,0,0,0,0,380,5,0,0.02,0.01,bob,6,20,0.4,10,10,pi41NexmonCsi,192.168.1.96,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2253_alice.pcap,"chanspec: 0x1006, 6
",pi40NexmonCsi,192.168.1.78,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2253_bob.pcap,"chanspec: 0x1006, 6
",5,5,10.09344506,D20221017_T2253,D20221017_T2253,D20221017_T2254,30.41650033,pi43NexmonCsi,192.168.1.69,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2253_eve.pcap,"chanspec: 0x1006, 6
",0,150,0
0,0,0,0,0,380,5,0,0.03,0.01,bob,6,20,0.4,10,10,pi41NexmonCsi,192.168.1.96,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2254_alice.pcap,"chanspec: 0x1006, 6
",pi40NexmonCsi,192.168.1.78,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2254_bob.pcap,"chanspec: 0x1006, 6
",10,8,3.44400835,D20221017_T2254,D20221017_T2254,D20221017_T2254,23.82294583,pi43NexmonCsi,192.168.1.69,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2254_eve.pcap,"chanspec: 0x1006, 6
",0,150,0
0,0,0,0,0,380,5,0,0.03,0.01,bob,6,20,0.4,10,10,pi41NexmonCsi,192.168.1.96,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2319_alice.pcap,"chanspec: 0x1006, 6
",pi40NexmonCsi,192.168.1.78,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2319_bob.pcap,"chanspec: 0x1006, 6
",0,0,33.55124521,D20221017_T2319,D20221017_T2319,D20221017_T2320,53.95954704,pi43NexmonCsi,192.168.1.69,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2319_eve.pcap,"chanspec: 0x1006, 6
",0,150,0
0,0,0,0,0,380,5,0,0.03,0.01,bob,6,20,0.4,10,10,pi41NexmonCsi,192.168.1.96,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2325_alice.pcap,"chanspec: 0x1006, 6
",pi40NexmonCsi,192.168.1.78,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2325_bob.pcap,"chanspec: 0x1006, 6
",0,0,14.84267282,D20221017_T2325,D20221017_T2326,D20221017_T2326,35.22360492,pi43NexmonCsi,192.168.1.69,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2325_eve.pcap,"chanspec: 0x1006, 6
",0,150,0
0,0,0,0,0,380,5,0,0.03,0.01,bob,6,20,0.4,10,10,pi41NexmonCsi,192.168.1.96,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2328_alice.pcap,"chanspec: 0x1006, 6
",pi40NexmonCsi,192.168.1.78,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2328_bob.pcap,"chanspec: 0x1006, 6
",0,0,7.949964046,D20221017_T2328,D20221017_T2328,D20221017_T2328,28.47055197,pi43NexmonCsi,192.168.1.69,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2328_eve.pcap,"chanspec: 0x1006, 6
",0,150,0
0,0,0,0,0,380,5,0,0.03,0.01,bob,6,20,0.4,10,10,pi41NexmonCsi,192.168.1.96,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2331_alice.pcap,"chanspec: 0x1006, 6
",pi40NexmonCsi,192.168.1.78,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2331_bob.pcap,"chanspec: 0x1006, 6
",0,0,0.278447151,D20221017_T2331,D20221017_T2331,D20221017_T2331,20.54293847,pi43NexmonCsi,192.168.1.69,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2331_eve.pcap,"chanspec: 0x1006, 6
",0,150,0
0,0,0,0,0,380,5,0,0.03,0.01,bob,6,20,0.4,10,10,pi41NexmonCsi,192.168.1.96,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2332_alice.pcap,"chanspec: 0x1006, 6
",pi40NexmonCsi,192.168.1.78,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2332_bob.pcap,"chanspec: 0x1006, 6
",0,0,0.207761765,D20221017_T2332,D20221017_T2333,D20221017_T2333,20.56679678,pi43NexmonCsi,192.168.1.69,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2332_eve.pcap,"chanspec: 0x1006, 6
",0,150,0
0,0,0,0,0,380,5,0,0.03,0.01,bob,6,20,0.4,10,10,pi41NexmonCsi,192.168.1.96,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2334_alice.pcap,"chanspec: 0x1006, 6
",pi40NexmonCsi,192.168.1.78,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2334_bob.pcap,"chanspec: 0x1006, 6
",6,49,34.08800697,D20221017_T2334,D20221017_T2334,D20221017_T2335,47.68944383,,,,,0,150,0
0,0,0,0,0,380,5,0,0.03,0.01,bob,6,20,0.4,10,10,pi41NexmonCsi,192.168.1.96,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2336_alice.pcap,"chanspec: 0x1006, 6
",pi40NexmonCsi,192.168.1.78,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2336_bob.pcap,"chanspec: 0x1006, 6
",1,5,4.830538034,D20221017_T2336,D20221017_T2336,D20221017_T2337,18.46253967,,,,,0,150,0
0,0,0,0,0,380,5,0,0.08,0.05,bob,6,20,0.4,10,10,pi41NexmonCsi,192.168.1.96,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2338_alice.pcap,"chanspec: 0x1006, 6
",pi40NexmonCsi,192.168.1.78,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2338_bob.pcap,"chanspec: 0x1006, 6
",0,0,3.248230219,D20221017_T2338,D20221017_T2338,D20221017_T2338,16.76385188,,,,,0,150,0
0,0,0,0,0,380,5,0,0.08,0.05,bob,6,20,0.4,10,10,pi41NexmonCsi,192.168.1.96,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2347_alice.pcap,"chanspec: 0x1006, 6
",pi40NexmonCsi,192.168.1.78,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2347_bob.pcap,"chanspec: 0x1006, 6
",0,0,3.283730745,D20221017_T2347,D20221017_T2347,D20221017_T2347,17.13166523,,,,,0,150,0
0,0,0,0,0,380,5,0,0.08,0.05,bob,6,20,0.4,10,10,pi41NexmonCsi,192.168.1.96,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2350_alice.pcap,"chanspec: 0x1006, 6
",pi40NexmonCsi,192.168.1.78,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2350_bob.pcap,"chanspec: 0x1006, 6
",0,0,2.829739809,D20221017_T2350,D20221017_T2350,D20221017_T2350,16.3415699,,,,,0,150,0
0,0,0,0,0,380,5,0,0.08,0.05,bob,6,20,0.4,10,10,pi41NexmonCsi,192.168.1.96,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2353_alice.pcap,"chanspec: 0x1006, 6
",pi40NexmonCsi,192.168.1.78,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221017_T2353_bob.pcap,"chanspec: 0x1006, 6
",2,7,5.190257311,D20221017_T2353,D20221017_T2353,D20221017_T2353,18.83820343,,,,,0,150,0
0,0,0,0,0,380,5,0,0.08,0.05,bob,6,20,0.4,10,10,wlt-lap-137,127.0.0.1,C:\Master_projects\CSI_Extraction\nexmoncsita\software\outputs\csi_ctrl_summary_D20221018_T0015_alice.pcap,"get config
",wlt-lap-137,127.0.0.1,C:\Master_projects\CSI_Extraction\nexmoncsita\software\outputs\csi_ctrl_summary_D20221018_T0015_bob.pcap,"get config
",0,0,2.035616398,D20221018_T0015,D20221018_T0015,D20221018_T0015,11.22984195,,,,,0,150,0
